connector,exchange_symbol,trading_pair,base_asset,quote_asset,is_active,status_detail,permissions_spot,last_price,quote_volume_24h,volume_base_24h,bid_price,bid_quantity,ask_price,ask_quantity,spread_bps,top_of_book_quote,price_tick_estimate,amount_step_estimate,min_order_size_base_estimate,min_notional_quote_estimate,maker_fee_estimate,taker_fee_estimate,rule_estimate_source,raw_trade_side_type,book_crossed,coarse_volume_rank,coarse_spread_rank,coarse_top_rank,coarse_score
mexc,USDCUSDT,USDC-USDT,USDC,USDT,True,1,True,1.0002,33119402.3498,33111935.69,1.0002,3904423.54,1.0003,4313536.63,0.999750062484269,3905204.424708,0.0001,1.0,1.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9960356788899901,0.9920713577799802,1.0,99.58374628344897
mexc,XRPUSDT,XRP-USDT,XRP,USDT,True,1,True,1.4215,115666824.0798,81679204.32,1.421,623.69,1.4211,693.63,0.7037050068610463,886.26349,0.0001,0.1,0.1,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.998017839444995,0.9965312190287413,0.9841427155599604,99.48711595639247
mexc,BNBUSDT,BNB-USDT,BNB,USDT,True,1,True,636.44,49226995.05,77071.5937,636.19,5.164,636.2,1.0072,0.15718451103813932,640.7806400000001,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9970267591674926,0.998017839444995,0.9781962338949455,99.35084241823589
mexc,USD1USDT,USD1-USDT,USD1,USDT,True,1,True,0.9997,15735539.9593,15740258.2,0.9996,904202.24,0.9997,976487.55,1.0003501225427798,903840.559104,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9925668979187314,0.9898414271555996,0.9995044598612488,99.3273042616452
mexc,DOGEUSDT,DOGE-USDT,DOGE,USDT,True,1,True,0.09349,39931656.74983,428328422.33,0.09345,22732.8,0.09346,110051.92,1.0700337060613259,2124.38016,1e-05,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9965312190287413,0.985629335976214,0.9900891972249752,99.25173439048564
mexc,ETHUSDT,ETH-USDT,ETH,USDT,True,1,True,2146.84,899134321.47,421881.91794,2146.19,0.14156,2146.2,26.74855,0.04659408860687651,303.8146564,0.01,0.0001,0.0001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9995044598612488,0.9985133795837463,0.9608523290386521,99.15262636273539
mexc,EURUSDT,EUR-USDT,EUR,USDT,True,1,True,1.1589,7034409.2666,6069621.83,1.1589,33766.67,1.159,32128.74,0.8628499935285301,37237.20966,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9871159563924677,0.9945490584737364,0.998017839444995,99.11546085232904
mexc,SUIUSDT,SUI-USDT,SUI,USDT,True,1,True,0.9451,23331262.8048,24833351.01,0.9445,793.44,0.9446,4087.22,1.0587052035359588,749.40408,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9950445986124876,0.9861248761149654,0.9816650148662042,99.01387512388504
mexc,BTCUSDT,BTC-USDT,BTC,USDT,True,1,True,70838.97,1056677385.34,15115.80226873,70821.95,0.00377054,70821.96,0.8301793,0.0014119915228707294,267.036995353,0.01,1e-06,1e-06,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,1.0,0.9995044598612488,0.9509415262636274,99.00644202180376
mexc,USDEUSDT,USDE-USDT,USDE,USDT,True,1,True,0.9996,6068648.5556,6071604.37,0.9995,762897.6,0.9996,303215.92,1.0004502025910558,303094.633632,0.0001,0.0,0.0,1.0,0.0,0.0,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9836471754212092,0.9888503468780971,0.9985133795837463,98.79212091179387
mexc,LTCUSDT,LTC-USDT,LTC,USDT,True,1,True,55.38,10224570.35,185570.4436,55.37,49.1032,55.38,106.5216,1.8058690744930233,2718.844184,0.01,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9890981169474727,0.9752229930624381,0.9920713577799801,98.62239841427156
mexc,ADAUSDT,ADA-USDT,ADA,USDT,True,1,True,0.26,19975438.2266,77215150.85,0.2599,44734.0,0.26,63613.48,3.8468936333906125,11626.366600000001,0.0001,0.1,0.1,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9940535183349851,0.9504459861248761,0.9970267591674926,98.37462834489594
mexc,TRXUSDT,TRX-USDT,TRX,USDT,True,1,True,0.3092,10857435.8201,35306912.58,0.3092,24838.56,0.3093,187206.49,3.2336297493951327,7680.082751999999,0.0001,1.0,1.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9900891972249752,0.958374628344896,0.9960356788899901,98.33498513379585
mexc,UNIUSDT,UNI-USDT,UNI,USDT,True,1,True,3.575,6600328.721,1847644.52,3.572,1141.62,3.573,305.78,2.799160251924115,1092.5519399999998,0.001,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9851337958374629,0.9682854311199207,0.985629335976214,98.10208126858277
mexc,XUSDUSDT,XUSD-USDT,XUSD,USDT,True,1,True,1.0004,2168048.9656,2168245.67,1.0003,16393.85,1.0004,15037.0,0.9996501224570298,15043.014799999999,0.0001,0.0,0.0,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9687809712586719,0.9925668979187314,0.9975222993062438,98.04757185332012
mexc,GOLD(XAUT)USDT,GOLD(XAUT)-USDT,GOLD(XAUT),USDT,True,1,True,4353.6,148685924.0,34192.03118,4352.8,0.16671,4354.9,0.16208,4.823317293888063,705.842192,0.1,0.001,0.001,1.0,0.0,0.0005,exchangeInfo.quotePrecision/baseSizePrecision/quoteAmountPrecision,1,False,0.9985133795837463,0.9365708622398414,0.9796828543111992,97.92616451932606
